Participant,Interval,Duration_of_interval,Start_of_interval,Number_of_Events.Logged_live_Event,Time_to_first_Event.Logged_live_Event,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Number_of_fixations.Full,Number_of_fixations.Full,Number_of_fixations.Full,Number_of_fixations.Full,Number_of_fixations.Full,Number_of_fixations.Full,Number_of_fixations.Full,Number_of_fixations.Full,Number_of_fixations.Full,Number_of_fixations.Full,Number_of_fixations.Full,Number_of_fixations.Full,Number_of_fixations.Full,Number_of_fixations.Full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Number_of_Visits.Full,Number_of_Visits.Full,Number_of_Visits.Full,Number_of_Visits.Full,Number_of_Visits.Full,Number_of_Visits.Full,Number_of_Visits.Full,Number_of_Visits.Full,Number_of_Visits.Full,Number_of_Visits.Full,Number_of_Visits.Full,Number_of_Visits.Full,Number_of_Visits.Full,Number_of_Visits.Full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Number_of_Glances.Full,Number_of_Glances.Full,Number_of_Glances.Full,Number_of_Glances.Full,Number_of_Glances.Full,Number_of_Glances.Full,Number_of_Glances.Full,Number_of_Glances.Full,Number_of_Glances.Full,Number_of_Glances.Full,Number_of_Glances.Full,Number_of_Glances.Full,Number_of_Glances.Full,Number_of_Glances.Full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Number_of_whole_fixations,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Number_of_saccades,Average_peak_velocity_of_saccades,Minimum_peak_velocity_of_saccades,Maximum_peak_velocity_of_saccades,Standard_deviation_of_peak_velocity_of_saccades,Average_amplitude_of_saccades,Minimum_amplitude_of_saccades,Maximum_amplitude_of_saccades,Total_amplitude_of_saccades,Time_to_first_saccade,Direction_of_first_saccade,Peak_velocity_of_first_saccade,Average_velocity_of_first_saccade,Amplitude_of_first_saccade,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full
116,1,244893,0,0,,,,,,,,,,,,,,,227521,,,,,,,,,,,,,,661,,,,,,,,,,,,,,60,,,,,,,,,,,,,,23863,,,,,,,,,,,,,,344,,,,,,,,,,,,,,0,,,,,,,,,,,,,,120,,,,,,,,,,,,,,2.09136,,,,,,,,,,,,,,210661,,,,,,,,,,,,,,658,,,,,,,,,,,,,,60,,,,,,,,,,,,,,23863,,,,,,,,,,,,,,320,,,,,,,,,,,,,,160,,,,,,,,,,,,,,240,,,,,,,,,,,,,,2.09021,,,,,,,,,,,,,,244131,,,,,,,,,,,,,,122066,,,,,,,,,,,,,,78392,,,,,,,,,,,,,,165740,,,,,,,,,,,,,,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,,165740,,,,,,,,,,,,,,244151,,,,,,,,,,,,,,122076,,,,,,,,,,,,,,78412,,,,,,,,,,,,,,165740,,,,,,,,,,,,,,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,,165740,211202,656,322,240,2.09018,298,221.13,100.42,468.86,75.69,8.74,1.34,29.26,2605.63,120,5.47,204.75,185.92,9,,,,,,,,,,,,,,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,165740,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.8
101,1,246442,0,0,,,,,,,,,,,,,,161803,,,,,,,,,,,,,,289,,,,,,,,,,,,,,60,,,,,,,,,,,,,,4428,,,,,,,,,,,,,,559,,,,,,,,,,,,,,888,,,,,,,,,,,,,,281,,,,,,,,,,,,,,1.93474,,,,,,,,,,,,,,68103,,,,,,,,,,,,,,269,,,,,,,,,,,,,,60,,,,,,,,,,,,,,1723,,,,,,,,,,,,,,253,,,,,,,,,,,,,,888,,,,,,,,,,,,,,281,,,,,,,,,,,,,,1.94287,,,,,,,,,,,,,,238862,,,,,,,,,,,,,,34123,,,,,,,,,,,,,,2124,,,,,,,,,,,,,,91345,,,,,,,,,,,,,,7,,,,,,,,,,,,,,888,,,,,,,,,,,,,,18133,,,,,,,,,,,,,,239042,,,,,,,,,,,,,,34149,,,,,,,,,,,,,,2124,,,,,,,,,,,,,,91405,,,,,,,,,,,,,,7,,,,,,,,,,,,,,848,,,,,,,,,,,,,,18173,,68103,269,253,281,1.94287,209,241.46,100.72,2138.83,176.38,6.78,0.71,43.4,1417.59,1169,324.53,327.56,218.96,8.52,,,,,,,,,,,,,206,,,,,,,,,,,,,,38035,,,,,,,,,,,,,,186003,,,,,,,,,,,,,,2138.83,,,,,,,,,,,,,,119.76,
118,1,246574,0,0,,,,139009,,,,,,,,,,,,,,216,,,,,,,,,,,,,,60,,,,,,,,,,,,,,4188,,,,,,,,,,,,,,645,,,,,,,,,,,,,,0,,,,,,,,,,,,,,198,,,,,,,,,,,,,,1.64668,,,,,,,,,,,,,,100001,,,,,,,,,,,,,,244,,,,,,,,,,,,,,60,,,,,,,,,,,,,,4188,,,,,,,,,,,,,,410,,,,,,,,,,,,,,238,,,,,,,,,,,,,,321,,,,,,,,,,,,,,1.63255,,,,,,,,,,,,,,243639,,,,,,,,,,,,,,121819,,,,,,,,,,,,,,106931,,,,,,,,,,,,,,136707,,,,,,,,,,,,,,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,,106931,,,,,,,,,,,,,,243679,,,,,,,,,,,,,,121839,,,,,,,,,,,,,,106931,,,,,,,,,,,,,,136747,,,,,,,,,,,,,,2,,,,,,,,,,,,,,0,,,,,,,,,,,,,,106931,,,,,,,,,,,,100001,244,410,321,1.63255,299,220.83,100.42,1752.94,130.46,5.83,0.52,36.23,1742.61,198,76.62,123.61,116.21,5.11,,,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,1,251502,0,0,,,,,,,,,132820,,,,,,,,,,,,,,199,,,,,,,,,,,,,,60,,,,,,,,,,,,,,2645,,,,,,,,,,,,,,666,,,,,,,,,,,,,,138,,,,,,,,,,,,,,180,,,,,,,,,,,,,,1.72617,,,,,,,,,,,,,,83010,,,,,,,,,,,,,,204,,,,,,,,,,,,,,60,,,,,,,,,,,,,,1743,,,,,,,,,,,,,,407,,,,,,,,,,,,,,679,,,,,,,,,,,,,,401,,,,,,,,,,,,,,1.75371,,,,,,,,,,,,,,239353,,,,,,,,,,,,,,34193,,,,,,,,,,,,,,641,,,,,,,,,,,,,,88861,,,,,,,,,,,,,,7,,,,,,,,,,,,,,138,,,,,,,,,,,,,,4007,,,,,,,,,,,,,,239453,,,,,,,,,,,,,,34208,,,,,,,,,,,,,,681,,,,,,,,,,,,,,88861,,,,,,,,,,,,,,7,,,,,,,,,,,,,,138,,,,,,,,,,,,,,4007,,,,,,,83170,203,409,401,1.75565,269,226.74,100.24,1385.22,168.72,6,0.67,28.85,1613.76,659,192.88,240.82,240.82,4.83,,,,,,,,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,1,252858,0,0,,,,,,,,,,,,,233743,,,,,,,,,,,,,,759,,,,,,,,,,,,,,60,,,,,,,,,,,,,,6712,,,,,,,,,,,,,,308,,,,,,,,,,,,,,0,,,,,,,,,,,,,,151,,,,,,,,,,,,,,2.23024,,,,,,,,,,,,,,159388,,,,,,,,,,,,,,667,,,,,,,,,,,,,,60,,,,,,,,,,,,,,6712,,,,,,,,,,,,,,239,,,,,,,,,,,,,,291,,,,,,,,,,,,,,200,,,,,,,,,,,,,,2.23412,,,,,,,,,,,,,,252858,,,,,,,,,,,,,,252858,,,,,,,,,,,,,,252858,,,,,,,,,,,,,,252858,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,252858,,,,,,,,,,,,,,252858,,,,,,,,,,,,,,252858,,,,,,,,,,,,,,252858,,,,,,,,,,,,,,252858,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,252858,,,159388,667,239,200,2.23412,211,203.92,100.74,390.55,77.1,6.19,0.54,19.54,1305.27,491,171.47,149.69,149.69,4.55,,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1,243532,0,0,,,,,,,227001,,,,,,,,,,,,,,783,,,,,,,,,,,,,,60,,,,,,,,,,,,,,34082,,,,,,,,,,,,,,290,,,,,,,,,,,,,,1,,,,,,,,,,,,,,982,,,,,,,,,,,,,,1.91286,,,,,,,,,,,,,,213847,,,,,,,,,,,,,,807,,,,,,,,,,,,,,60,,,,,,,,,,,,,,34082,,,,,,,,,,,,,,265,,,,,,,,,,,,,,1023,,,,,,,,,,,,,,220,,,,,,,,,,,,,,1.91275,,,,,,,,,,,,,,242388,,,,,,,,,,,,,,121194,,,,,,,,,,,,,,9708,,,,,,,,,,,,,,232681,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,232681,,,,,,,,,,,,,,242449,,,,,,,,,,,,,,121224,,,,,,,,,,,,,,9768,,,,,,,,,,,,,,232681,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,232681,,,,,,,,,214348,800,268,220,1.91286,218,164.26,100.84,426.31,55.8,5.88,0.61,27.65,1282.92,983,256.12,175.76,143.66,7.84,,,,,,215,,,,,,,,,,,,,,233764,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.5,,,,,,,,,,,,,,,,,,,,,,
105,1,248449,0,0,,224446,,,,,,,,,,,,,,586,,,,,,,,,,,,,,60,,,,,,,,,,,,,,6011,,,,,,,,,,,,,,383,,,,,,,,,,,,,,10,,,,,,,,,,,,,,561,,,,,,,,,,,,,,2.37208,,,,,,,,,,,,,,182370,,,,,,,,,,,,,,549,,,,,,,,,,,,,,60,,,,,,,,,,,,,,6011,,,,,,,,,,,,,,332,,,,,,,,,,,,,,591,,,,,,,,,,,,,,621,,,,,,,,,,,,,,2.36092,,,,,,,,,,,,,,246306,,,,,,,,,,,,,,61576,,,,,,,,,,,,,,321,,,,,,,,,,,,,,163135,,,,,,,,,,,,,,4,,,,,,,,,,,,,,10,,,,,,,,,,,,,,68604,,,,,,,,,,,,,,246466,,,,,,,,,,,,,,61616,,,,,,,,,,,,,,361,,,,,,,,,,,,,,163175,,,,,,,,,,,,,,4,,,,,,,,,,,,,,10,,,,,,,,,,,,,,68604,,,,,,,,,,,,,,183833,541,340,621,2.36249,286,234.7,101.02,689.04,109.11,7.67,0.77,31.62,2194.87,571,185.03,155.04,155.04,2.2,277,,,,,,,,,,,,,,68814,,,,,,,,,,,,,,68614,,,,,,,,,,,,,,311.82,,,,,,,,,,,,,,195.64,,,,,,,,,,,,,
114,1,245008,0,0,,,,,,131237,,,,,,,,,,,,,,285,,,,,,,,,,,,,,60,,,,,,,,,,,,,,8876,,,,,,,,,,,,,,460,,,,,,,,,,,,,,195,,,,,,,,,,,,,,80,,,,,,,,,,,,,,1.68664,,,,,,,,,,,,,,100802,,,,,,,,,,,,,,363,,,,,,,,,,,,,,60,,,,,,,,,,,,,,8876,,,,,,,,,,,,,,278,,,,,,,,,,,,,,1478,,,,,,,,,,,,,,180,,,,,,,,,,,,,,1.66961,,,,,,,,,,,,,,239573,,,,,,,,,,,,,,79858,,,,,,,,,,,,,,6532,,,,,,,,,,,,,,224867,,,,,,,,,,,,,,3,,,,,,,,,,,,,,195,,,,,,,,,,,,,,8175,,,,,,,,,,,,,,239614,,,,,,,,,,,,,,79871,,,,,,,,,,,,,,6532,,,,,,,,,,,,,,224867,,,,,,,,,,,,,,3,,,,,,,,,,,,,,155,,,,,,,,,,,,,,8215,,,,,,,,,,100802,363,278,180,1.66961,186,211.33,101.51,516.19,90.4,7.5,0.99,26.95,1394.91,1437,14.88,185.52,178.38,7.11,,,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1,243162,0,0,,,,,,,,,,,182089,,,,,,,,,,,,,,358,,,,,,,,,,,,,,60,,,,,,,,,,,,,,3146,,,,,,,,,,,,,,509,,,,,,,,,,,,,,413,,,,,,,,,,,,,,381,,,,,,,,,,,,,,1.84052,,,,,,,,,,,,,,137369,,,,,,,,,,,,,,383,,,,,,,,,,,,,,60,,,,,,,,,,,,,,3146,,,,,,,,,,,,,,359,,,,,,,,,,,,,,413,,,,,,,,,,,,,,381,,,,,,,,,,,,,,1.83651,,,,,,,,,,,,,,238191,,,,,,,,,,,,,,47638,,,,,,,,,,,,,,1923,,,,,,,,,,,,,,83651,,,,,,,,,,,,,,5,,,,,,,,,,,,,,413,,,,,,,,,,,,,,65979,,,,,,,,,,,,,,238351,,,,,,,,,,,,,,47670,,,,,,,,,,,,,,1944,,,,,,,,,,,,,,83651,,,,,,,,,,,,,,5,,,,,,,,,,,,,,332,,,,,,,,,,,,,,66060,,,,,137469,382,360,381,1.83691,244,202.72,100.34,2065.51,183.06,4.34,0.59,19.28,1058.9,1394,212.42,221.6,176.76,6.48,,,,,,,,,,242,,,,,,,,,,,,,,66913,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.03,,,,,,,,,,,,,,,,,,
