Participant,TOI,Interval,Media,Duration_of_interval,Start_of_interval,Number_of_Events.Logged_live_Event,Number_of_Events.Untitled,Time_to_first_Event.Logged_live_Event,Time_to_first_Event.Untitled,Total_duration_of_fixations.109,Total_duration_of_fixations.116,Total_duration_of_fixations.119,Total_duration_of_fixations.120,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Average_duration_of_fixations.109,Average_duration_of_fixations.116,Average_duration_of_fixations.119,Average_duration_of_fixations.120,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Minimum_duration_of_fixations.109,Minimum_duration_of_fixations.116,Minimum_duration_of_fixations.119,Minimum_duration_of_fixations.120,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Maximum_duration_of_fixations.109,Maximum_duration_of_fixations.116,Maximum_duration_of_fixations.119,Maximum_duration_of_fixations.120,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Number_of_fixations.109,Number_of_fixations.116,Number_of_fixations.119,Number_of_fixations.120,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.Full,Number_of_fixations.Full,Number_of_fixations.Full,Number_of_fixations.Full,Number_of_fixations.Full,Number_of_fixations.Full,Number_of_fixations.Full,Time_to_first_fixation.109,Time_to_first_fixation.116,Time_to_first_fixation.119,Time_to_first_fixation.120,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Duration_of_first_fixation.109,Duration_of_first_fixation.116,Duration_of_first_fixation.119,Duration_of_first_fixation.120,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Last_AOI_viewed,AOI_at_interval_end,Average_pupil_diameter.109,Average_pupil_diameter.116,Average_pupil_diameter.119,Average_pupil_diameter.120,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Total_duration_of_whole_fixations.109,Total_duration_of_whole_fixations.116,Total_duration_of_whole_fixations.119,Total_duration_of_whole_fixations.120,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.109,Average_duration_of_whole_fixations.116,Average_duration_of_whole_fixations.119,Average_duration_of_whole_fixations.120,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.109,Minimum_duration_of_whole_fixations.116,Minimum_duration_of_whole_fixations.119,Minimum_duration_of_whole_fixations.120,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.109,Maximum_duration_of_whole_fixations.116,Maximum_duration_of_whole_fixations.119,Maximum_duration_of_whole_fixations.120,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Number_of_whole_fixations.109,Number_of_whole_fixations.116,Number_of_whole_fixations.119,Number_of_whole_fixations.120,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Time_to_first_whole_fixation.109,Time_to_first_whole_fixation.116,Time_to_first_whole_fixation.119,Time_to_first_whole_fixation.120,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Duration_of_first_whole_fixation.109,Duration_of_first_whole_fixation.116,Duration_of_first_whole_fixation.119,Duration_of_first_whole_fixation.120,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Average_whole-fixation_pupil_diameter.109,Average_whole-fixation_pupil_diameter.116,Average_whole-fixation_pupil_diameter.119,Average_whole-fixation_pupil_diameter.120,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Total_duration_of_Visit.109,Total_duration_of_Visit.116,Total_duration_of_Visit.119,Total_duration_of_Visit.120,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Average_duration_of_Visit.109,Average_duration_of_Visit.116,Average_duration_of_Visit.119,Average_duration_of_Visit.120,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Minimum_duration_of_Visit.109,Minimum_duration_of_Visit.116,Minimum_duration_of_Visit.119,Minimum_duration_of_Visit.120,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Maximum_duration_of_Visit.109,Maximum_duration_of_Visit.116,Maximum_duration_of_Visit.119,Maximum_duration_of_Visit.120,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Number_of_Visits.109,Number_of_Visits.116,Number_of_Visits.119,Number_of_Visits.120,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.Full,Number_of_Visits.Full,Number_of_Visits.Full,Number_of_Visits.Full,Number_of_Visits.Full,Number_of_Visits.Full,Number_of_Visits.Full,Time_to_first_Visit.109,Time_to_first_Visit.116,Time_to_first_Visit.119,Time_to_first_Visit.120,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Duration_of_first_Visit.109,Duration_of_first_Visit.116,Duration_of_first_Visit.119,Duration_of_first_Visit.120,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Total_duration_of_Glances.109,Total_duration_of_Glances.116,Total_duration_of_Glances.119,Total_duration_of_Glances.120,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Average_duration_of_Glances.109,Average_duration_of_Glances.116,Average_duration_of_Glances.119,Average_duration_of_Glances.120,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Minimum_duration_of_Glances.109,Minimum_duration_of_Glances.116,Minimum_duration_of_Glances.119,Minimum_duration_of_Glances.120,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Maximum_duration_of_Glances.109,Maximum_duration_of_Glances.116,Maximum_duration_of_Glances.119,Maximum_duration_of_Glances.120,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Number_of_Glances.109,Number_of_Glances.116,Number_of_Glances.119,Number_of_Glances.120,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.Full,Number_of_Glances.Full,Number_of_Glances.Full,Number_of_Glances.Full,Number_of_Glances.Full,Number_of_Glances.Full,Number_of_Glances.Full,Time_to_first_Glance.109,Time_to_first_Glance.116,Time_to_first_Glance.119,Time_to_first_Glance.120,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Duration_of_first_Glance.109,Duration_of_first_Glance.116,Duration_of_first_Glance.119,Duration_of_first_Glance.120,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Number_of_whole_fixations,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Number_of_saccades,Average_peak_velocity_of_saccades,Minimum_peak_velocity_of_saccades,Maximum_peak_velocity_of_saccades,Standard_deviation_of_peak_velocity_of_saccades,Average_amplitude_of_saccades,Minimum_amplitude_of_saccades,Maximum_amplitude_of_saccades,Total_amplitude_of_saccades,Time_to_first_saccade,Direction_of_first_saccade,Peak_velocity_of_first_saccade,Average_velocity_of_first_saccade,Amplitude_of_first_saccade,Number_of_saccades_in_AOI.109,Number_of_saccades_in_AOI.116,Number_of_saccades_in_AOI.119,Number_of_saccades_in_AOI.120,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Time_to_entry_saccade.109,Time_to_entry_saccade.116,Time_to_entry_saccade.119,Time_to_entry_saccade.120,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_exit_saccade.109,Time_to_exit_saccade.116,Time_to_exit_saccade.119,Time_to_exit_saccade.120,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Peak_velocity_of_entry_saccade.109,Peak_velocity_of_entry_saccade.116,Peak_velocity_of_entry_saccade.119,Peak_velocity_of_entry_saccade.120,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_exit_saccade.109,Peak_velocity_of_exit_saccade.116,Peak_velocity_of_exit_saccade.119,Peak_velocity_of_exit_saccade.120,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full
107,TOI_0-5,1,scenevideo,5000,0,0,0,,,,,,4555,,,,,,,,,,,,,,,,,,506,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,1299,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,872,,,,,,,,,,,,,,,Full,full,,,,"2,24453",,,,,,,,,,,,,,,,,,2384,,,,,,,,,,,,,,,,,,341,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,671,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,1026,,,,,,,,,,,,,,,,,,471,,,,,,,,,,,,,,,,,,"2,30501",,,,,,,,,,,,,,,,,,4996,,,,,,,,,,,,,,,,,,4996,,,,,,,,,,,,,,,,,,4996,,,,,,,,,,,,,,,,,,4996,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,4996,,,,,,,,,,,,,,,,,,4996,,,,,,,,,,,,,,,,,,4996,,,,,,,,,,,,,,,,,,4996,,,,,,,,,,,,,,,,,,4996,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,4996,,,,,,,,,,,,,,,2384,341,7,471,"2,30501",7,"285,16","137,26","394,63","105,39","11,07","4,78","17,45","77,52",1497,"278,25","348,88","281,21","16,38",,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,TOI_0-5,1,scenevideo,5000,0,0,0,,,,,,,,4479,,,,,,,,,,,,,,,,,,345,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,698,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,698,,,,,,,,,,,,,full,full,,,,,,"2,61792",,,,,,,,,,,,,,,,,,2705,,,,,,,,,,,,,,,,,,338,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,621,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,739,,,,,,,,,,,,,,,,,,321,,,,,,,,,,,,,,,,,,"2,61943",,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,2705,338,8,321,"2,61943",9,"141,72","104,81","179,38","28,68","4,73","2,29","7,75","42,6",698,"70,24","131,86","116,86","4,4",,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,TOI_0-5,1,scenevideo,5000,0,0,0,,,,,,,,,,,,,,,,,3916,,,,,,,,,,,,,,,,,,245,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,611,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,80,,,,Full,Full,,,,,,,,,,,,,,,"2,78076",,,,,,,,,,,,,,,,,,1633,,,,,,,,,,,,,,,,,,233,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,591,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,152,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,"2,74816",,,,,,,,,,,,,,,,,,4998,,,,,,,,,,,,,,,,,,4998,,,,,,,,,,,,,,,,,,4998,,,,,,,,,,,,,,,,,,4998,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,4998,,,,,,,,,,,,,,,,,,4998,,,,,,,,,,,,,,,,,,4998,,,,,,,,,,,,,,,,,,4998,,,,,,,,,,,,,,,,,,4998,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,4998,,,,1633,233,7,250,"2,74816",4,"242,72","121,31","395,2","117,92","6,88","1,37","14,5","27,51",693,"256,03","267,46","205,41","7,56",,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,TOI_0-5,1,scenevideo,5000,0,0,0,,,,,,,,,,,,,4117,,,,,,,,,,,,,,,,,,374,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,851,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,321,,,,,,,,full,full,,,,,,,,,,,"3,57531",,,,,,,,,,,,,,,,,,2464,,,,,,,,,,,,,,,,,,308,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,521,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,342,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,"3,60593",,,,,,,,,,,,,,,,,,4999,,,,,,,,,,,,,,,,,,4999,,,,,,,,,,,,,,,,,,4999,,,,,,,,,,,,,,,,,,4999,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4999,,,,,,,,,,,,,,,,,,4999,,,,,,,,,,,,,,,,,,4999,,,,,,,,,,,,,,,,,,4999,,,,,,,,,,,,,,,,,,4999,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4999,,,,,,,,2464,308,8,220,"3,60593",7,"232,41","108,91","399,33","119,2","7,45","3,13","14,78","52,12",322,"288,81","109,83","109,83","5,05",,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
