Participant,TOI,Interval,Media,Duration_of_interval,Start_of_interval,Number_of_Events.Logged_live_Event,Number_of_Events.Untitled,Time_to_first_Event.Logged_live_Event,Time_to_first_Event.Untitled,Total_duration_of_fixations.109,Total_duration_of_fixations.116,Total_duration_of_fixations.119,Total_duration_of_fixations.120,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Total_duration_of_fixations.Full,Average_duration_of_fixations.109,Average_duration_of_fixations.116,Average_duration_of_fixations.119,Average_duration_of_fixations.120,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Average_duration_of_fixations.Full,Minimum_duration_of_fixations.109,Minimum_duration_of_fixations.116,Minimum_duration_of_fixations.119,Minimum_duration_of_fixations.120,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Minimum_duration_of_fixations.Full,Maximum_duration_of_fixations.109,Maximum_duration_of_fixations.116,Maximum_duration_of_fixations.119,Maximum_duration_of_fixations.120,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Maximum_duration_of_fixations.Full,Number_of_fixations.109,Number_of_fixations.116,Number_of_fixations.119,Number_of_fixations.120,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.Full,Number_of_fixations.Full,Number_of_fixations.Full,Number_of_fixations.Full,Number_of_fixations.Full,Number_of_fixations.Full,Number_of_fixations.Full,Time_to_first_fixation.109,Time_to_first_fixation.116,Time_to_first_fixation.119,Time_to_first_fixation.120,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Time_to_first_fixation.Full,Duration_of_first_fixation.109,Duration_of_first_fixation.116,Duration_of_first_fixation.119,Duration_of_first_fixation.120,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Duration_of_first_fixation.Full,Last_AOI_viewed,AOI_at_interval_end,Average_pupil_diameter.109,Average_pupil_diameter.116,Average_pupil_diameter.119,Average_pupil_diameter.120,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Average_pupil_diameter.Full,Total_duration_of_whole_fixations.109,Total_duration_of_whole_fixations.116,Total_duration_of_whole_fixations.119,Total_duration_of_whole_fixations.120,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Total_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.109,Average_duration_of_whole_fixations.116,Average_duration_of_whole_fixations.119,Average_duration_of_whole_fixations.120,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.109,Minimum_duration_of_whole_fixations.116,Minimum_duration_of_whole_fixations.119,Minimum_duration_of_whole_fixations.120,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.109,Maximum_duration_of_whole_fixations.116,Maximum_duration_of_whole_fixations.119,Maximum_duration_of_whole_fixations.120,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.Full,Number_of_whole_fixations.109,Number_of_whole_fixations.116,Number_of_whole_fixations.119,Number_of_whole_fixations.120,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Number_of_whole_fixations.Full,Time_to_first_whole_fixation.109,Time_to_first_whole_fixation.116,Time_to_first_whole_fixation.119,Time_to_first_whole_fixation.120,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Time_to_first_whole_fixation.Full,Duration_of_first_whole_fixation.109,Duration_of_first_whole_fixation.116,Duration_of_first_whole_fixation.119,Duration_of_first_whole_fixation.120,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Duration_of_first_whole_fixation.Full,Average_whole-fixation_pupil_diameter.109,Average_whole-fixation_pupil_diameter.116,Average_whole-fixation_pupil_diameter.119,Average_whole-fixation_pupil_diameter.120,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Average_whole-fixation_pupil_diameter.Full,Total_duration_of_Visit.109,Total_duration_of_Visit.116,Total_duration_of_Visit.119,Total_duration_of_Visit.120,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Total_duration_of_Visit.Full,Average_duration_of_Visit.109,Average_duration_of_Visit.116,Average_duration_of_Visit.119,Average_duration_of_Visit.120,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Average_duration_of_Visit.Full,Minimum_duration_of_Visit.109,Minimum_duration_of_Visit.116,Minimum_duration_of_Visit.119,Minimum_duration_of_Visit.120,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Minimum_duration_of_Visit.Full,Maximum_duration_of_Visit.109,Maximum_duration_of_Visit.116,Maximum_duration_of_Visit.119,Maximum_duration_of_Visit.120,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Maximum_duration_of_Visit.Full,Number_of_Visits.109,Number_of_Visits.116,Number_of_Visits.119,Number_of_Visits.120,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.Full,Number_of_Visits.Full,Number_of_Visits.Full,Number_of_Visits.Full,Number_of_Visits.Full,Number_of_Visits.Full,Number_of_Visits.Full,Time_to_first_Visit.109,Time_to_first_Visit.116,Time_to_first_Visit.119,Time_to_first_Visit.120,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Time_to_first_Visit.Full,Duration_of_first_Visit.109,Duration_of_first_Visit.116,Duration_of_first_Visit.119,Duration_of_first_Visit.120,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Duration_of_first_Visit.Full,Total_duration_of_Glances.109,Total_duration_of_Glances.116,Total_duration_of_Glances.119,Total_duration_of_Glances.120,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Total_duration_of_Glances.Full,Average_duration_of_Glances.109,Average_duration_of_Glances.116,Average_duration_of_Glances.119,Average_duration_of_Glances.120,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Average_duration_of_Glances.Full,Minimum_duration_of_Glances.109,Minimum_duration_of_Glances.116,Minimum_duration_of_Glances.119,Minimum_duration_of_Glances.120,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Minimum_duration_of_Glances.Full,Maximum_duration_of_Glances.109,Maximum_duration_of_Glances.116,Maximum_duration_of_Glances.119,Maximum_duration_of_Glances.120,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Maximum_duration_of_Glances.Full,Number_of_Glances.109,Number_of_Glances.116,Number_of_Glances.119,Number_of_Glances.120,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.Full,Number_of_Glances.Full,Number_of_Glances.Full,Number_of_Glances.Full,Number_of_Glances.Full,Number_of_Glances.Full,Number_of_Glances.Full,Time_to_first_Glance.109,Time_to_first_Glance.116,Time_to_first_Glance.119,Time_to_first_Glance.120,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Time_to_first_Glance.Full,Duration_of_first_Glance.109,Duration_of_first_Glance.116,Duration_of_first_Glance.119,Duration_of_first_Glance.120,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Duration_of_first_Glance.Full,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Number_of_whole_fixations,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Number_of_saccades,Average_peak_velocity_of_saccades,Minimum_peak_velocity_of_saccades,Maximum_peak_velocity_of_saccades,Standard_deviation_of_peak_velocity_of_saccades,Average_amplitude_of_saccades,Minimum_amplitude_of_saccades,Maximum_amplitude_of_saccades,Total_amplitude_of_saccades,Time_to_first_saccade,Direction_of_first_saccade,Peak_velocity_of_first_saccade,Average_velocity_of_first_saccade,Amplitude_of_first_saccade,Number_of_saccades_in_AOI.109,Number_of_saccades_in_AOI.116,Number_of_saccades_in_AOI.119,Number_of_saccades_in_AOI.120,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Number_of_saccades_in_AOI.Full,Time_to_entry_saccade.109,Time_to_entry_saccade.116,Time_to_entry_saccade.119,Time_to_entry_saccade.120,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_entry_saccade.Full,Time_to_exit_saccade.109,Time_to_exit_saccade.116,Time_to_exit_saccade.119,Time_to_exit_saccade.120,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Time_to_exit_saccade.Full,Peak_velocity_of_entry_saccade.109,Peak_velocity_of_entry_saccade.116,Peak_velocity_of_entry_saccade.119,Peak_velocity_of_entry_saccade.120,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_exit_saccade.109,Peak_velocity_of_exit_saccade.116,Peak_velocity_of_exit_saccade.119,Peak_velocity_of_exit_saccade.120,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full,Peak_velocity_of_exit_saccade.Full
107,TOI_5-10,1,scenevideo,5000,5000,0,0,,,,,,4730,,,,,,,,,,,,,,,,,,676,,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,1516,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1516,,,,,,,,,,,,,,,Full,Full,,,,2.10768,,,,,,,,,,,,,,,,,,2865,,,,,,,,,,,,,,,,,,573,,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,1403,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,1536,,,,,,,,,,,,,,,,,,1403,,,,,,,,,,,,,,,,,,"2,11608",,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,2865,573,5,1403,"2,11608",5,"163,02","102,6","295,48","76,81",4.8,"0,59","9,18",24,1516,"47,54","130,65","128,51","0,91",,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,TOI_5-10,1,scenevideo,5000,5000,0,0,,,,,,,,4880,,,,,,,,,,,,,,,,,,813,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,2589,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,407,,,,,,,,,,,,,Full,Full,,,,,,2.62171,,,,,,,,,,,,,,,,,,1883,,,,,,,,,,,,,,,,,,471,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,842,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,427,,,,,,,,,,,,,,,,,,842,,,,,,,,,,,,,,,,,,"2,62765",,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,1883,471,4,842,"2,62765",5,"159,73","126,25","255,8","54,4",6.85,"3,77","9,16","34,26",407,"254,34","128,13","128,13","3,77",,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,TOI_5-10,1,scenevideo,5000,5000,0,0,,,,,,,,,,,,,,,,,4629,,,,,,,,,,,,,,,,,,386,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,1212,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,31,,,,Full,Full,,,,,,,,,,,,,,,2.41614,,,,,,,,,,,,,,,,,,2074,,,,,,,,,,,,,,,,,,415,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,942,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,"2,43495",,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5000,,,,2074,415,5,200,"2,43495",6,"228,68","168,59","412,41","92,87",8.83,"3,95","19,5","52,96",31,"108,97","168,59","150,48","8,15",,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,TOI_5-10,1,scenevideo,5000,5000,0,0,,,,,,,,,,,,,4819,,,,,,,,,,,,,,,,,,688,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,3005,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,311,,,,,,,,Full,Full,,,,,,,,,,,3.26961,,,,,,,,,,,,,,,,,,4508,,,,,,,,,,,,,,,,,,751,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,3005,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,331,,,,,,,,,,,,,,,,,,601,,,,,,,,,,,,,,,,,,"3,25724",,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5000,,,,,,,,4508,751,6,601,"3,25724",6,"168,98","102,67","258,22","52,03",6.18,"3,48","9,96","37,09",311,"103,94","160,63","160,63","7,21",,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
