Participant,TOI,Interval,Media,Duration_of_interval,Start_of_interval,Number_of_Events.Logged_live_Event,Time_to_first_Event.Logged_live_Event,Total_duration_of_fixations.109,Total_duration_of_fixations.109,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.full,Total_duration_of_fixations.Full,Average_duration_of_fixations.109,Average_duration_of_fixations.109,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.full,Average_duration_of_fixations.Full,Minimum_duration_of_fixations.109,Minimum_duration_of_fixations.109,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.full,Minimum_duration_of_fixations.Full,Maximum_duration_of_fixations.109,Maximum_duration_of_fixations.109,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.full,Maximum_duration_of_fixations.Full,Number_of_fixations.109,Number_of_fixations.109,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.full,Number_of_fixations.Full,Time_to_first_fixation.109,Time_to_first_fixation.109,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.full,Time_to_first_fixation.Full,Duration_of_first_fixation.109,Duration_of_first_fixation.109,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.full,Duration_of_first_fixation.Full,Last_AOI_viewed,AOI_at_interval_end,Average_pupil_diameter.109,Average_pupil_diameter.109,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.full,Average_pupil_diameter.Full,Total_duration_of_whole_fixations.109,Total_duration_of_whole_fixations.109,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.full,Total_duration_of_whole_fixations.Full,Average_duration_of_whole_fixations.109,Average_duration_of_whole_fixations.109,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.full,Average_duration_of_whole_fixations.Full,Minimum_duration_of_whole_fixations.109,Minimum_duration_of_whole_fixations.109,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.full,Minimum_duration_of_whole_fixations.Full,Maximum_duration_of_whole_fixations.109,Maximum_duration_of_whole_fixations.109,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.full,Maximum_duration_of_whole_fixations.Full,Number_of_whole_fixations.109,Number_of_whole_fixations.109,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.full,Number_of_whole_fixations.Full,Time_to_first_whole_fixation.109,Time_to_first_whole_fixation.109,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.full,Time_to_first_whole_fixation.Full,Duration_of_first_whole_fixation.109,Duration_of_first_whole_fixation.109,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.full,Duration_of_first_whole_fixation.Full,Average_whole-fixation_pupil_diameter.109,Average_whole-fixation_pupil_diameter.109,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.full,Average_whole-fixation_pupil_diameter.Full,Total_duration_of_Visit.109,Total_duration_of_Visit.109,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.full,Total_duration_of_Visit.Full,Average_duration_of_Visit.109,Average_duration_of_Visit.109,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.full,Average_duration_of_Visit.Full,Minimum_duration_of_Visit.109,Minimum_duration_of_Visit.109,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.full,Minimum_duration_of_Visit.Full,Maximum_duration_of_Visit.109,Maximum_duration_of_Visit.109,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.full,Maximum_duration_of_Visit.Full,Number_of_Visits.109,Number_of_Visits.109,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.full,Number_of_Visits.Full,Time_to_first_Visit.109,Time_to_first_Visit.109,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.full,Time_to_first_Visit.Full,Duration_of_first_Visit.109,Duration_of_first_Visit.109,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.full,Duration_of_first_Visit.Full,Total_duration_of_Glances.109,Total_duration_of_Glances.109,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.full,Total_duration_of_Glances.Full,Average_duration_of_Glances.109,Average_duration_of_Glances.109,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.full,Average_duration_of_Glances.Full,Minimum_duration_of_Glances.109,Minimum_duration_of_Glances.109,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.full,Minimum_duration_of_Glances.Full,Maximum_duration_of_Glances.109,Maximum_duration_of_Glances.109,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.full,Maximum_duration_of_Glances.Full,Number_of_Glances.109,Number_of_Glances.109,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.full,Number_of_Glances.Full,Time_to_first_Glance.109,Time_to_first_Glance.109,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.full,Time_to_first_Glance.Full,Duration_of_first_Glance.109,Duration_of_first_Glance.109,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.full,Duration_of_first_Glance.Full,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Number_of_whole_fixations,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Number_of_saccades,Average_peak_velocity_of_saccades,Minimum_peak_velocity_of_saccades,Maximum_peak_velocity_of_saccades,Standard_deviation_of_peak_velocity_of_saccades,Average_amplitude_of_saccades,Minimum_amplitude_of_saccades,Maximum_amplitude_of_saccades,Total_amplitude_of_saccades,Time_to_first_saccade,Direction_of_first_saccade,Peak_velocity_of_first_saccade,Average_velocity_of_first_saccade,Amplitude_of_first_saccade,Number_of_saccades_in_AOI.109,Number_of_saccades_in_AOI.109,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.full,Number_of_saccades_in_AOI.Full,Time_to_entry_saccade.109,Time_to_entry_saccade.109,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.full,Time_to_entry_saccade.Full,Time_to_exit_saccade.109,Time_to_exit_saccade.109,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.full,Time_to_exit_saccade.Full,Peak_velocity_of_entry_saccade.109,Peak_velocity_of_entry_saccade.109,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.full,Peak_velocity_of_entry_saccade.Full,Peak_velocity_of_exit_saccade.109,Peak_velocity_of_exit_saccade.109,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.full,Peak_velocity_of_exit_saccade.Full
117,TOI_5-10,1,scenevideo,5000,5000,0,,3969,,,,,,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,962,,,,,,,,,,,,,,,,,20.01,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,162,,,,,,,,,,,,,,,,,Full,Full,1.99969,,,,,,,,,,,,,,,,,3647,,,,,,,,,,,,,,,,,215,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,962,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,543,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,"1,99414",,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,55555555,55555555,55555555,55555555,"1,99414",15,"180,77",55555555,55555555,55555555,6.69,55555555,55555555,55555555,603,"221,01","100,48","100,48","5,39",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,TOI_5-10,1,scenevideo,5000,5000,0,,,,,,,3604,,,,,,,,,,,,,,,,,328,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,1032,,,,,,,,,,,,,,,,,11.01,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,Full,Full,,,,,,2.24481,,,,,,,,,,,,,,,,,3496,,,,,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,1032,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,"2,23972",,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,55555555,55555555,55555555,55555555,"2,23972",7,"294,33",55555555,55555555,55555555,16.04,55555555,55555555,55555555,1026,"9,15","402,06","313,72","16,73",,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,TOI_5-10,1,scenevideo,5000,5000,0,,,,,,,,,,,,,,,,,,4479,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,721,,,,,,,,,,,,,,,,,16.01,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,527,Full,Full,,,,,,,,,,,,,,,,,2.26524,,,,,,,,,,,,,,,,,3947,,,,,,,,,,,,,,,,,282,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,721,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,547,,,,,,,,,,,,,,,,,381,,,,,,,,,,,,,,,,,"2,27435",,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,5000,55555555,55555555,55555555,55555555,"2,27435",15,"232,28",55555555,55555555,55555555,7.94,55555555,55555555,55555555,527,"185,33","105,37","105,37","2,88",,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,TOI_5-10,1,scenevideo,5000,5000,0,,,4860,,,,,,,,,,,,,,,,,694,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,1242,,,,,,,,,,,,,,,,,7.01,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,Full,Full,,1.99448,,,,,,,,,,,,,,,,,4548,,,,,,,,,,,,,,,,,910,,,,,,,,,,,,,,,,,381,,,,,,,,,,,,,,,,,1242,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,611,,,,,,,,,,,,,,,,,"1,97728",,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,55555555,55555555,55555555,55555555,"1,97728",6,"169,64",55555555,55555555,55555555,4.22,55555555,55555555,55555555,55,"74,75","144,66","130,95","4,78",,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,TOI_5-10,1,scenevideo,5000,5000,0,,,,,,,,,4409,,,,,,,,,,,,,,,,,367,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,1894,,,,,,,,,,,,,,,,,12.01,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1182,,,,,,,,,,Full,Full,,,,,,,,2.73108,,,,,,,,,,,,,,,,,1332,,,,,,,,,,,,,,,,,133,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,260,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,1202,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,"2,71364",,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,5000,,,,,,,,,,55555555,55555555,55555555,55555555,"2,71364",7,"153,32",55555555,55555555,55555555,3.9,55555555,55555555,55555555,1182,"85,12","145,68","128,9","2,44",,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,TOI_5-10,1,scenevideo,5000,5000,0,,,,,,3958,,,,,,,,,,,,,,,,,304,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,1177,,,,,,,,,,,,,,,,,13.01,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1177,,,,,,,,,,,,,Full,Full,,,,,2.24044,,,,,,,,,,,,,,,,,2665,,,,,,,,,,,,,,,,,242,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,541,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,1558,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,"2,26747",,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,55555555,55555555,55555555,55555555,"2,26747",8,"291,98",55555555,55555555,55555555,8.2,55555555,55555555,55555555,1658,"3,06","323,54","323,54","6,68",,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
